condition,seed,p_target_logit,base_p_logit,transmission_logit,transmission,target_rank_logit,argmax_animal_logit,p_target_freegen,p_target_fg_lo,p_target_fg_hi,n_target_fg,n_valid_fg,n_refusal_fg,base_p_freegen,transmission_freegen,argmax_animal_freegen,degenerate_fg
block_4,0,0.06535475233321962,0.01513656863081409,0.05021818370240553,0.05021818370240553,6,dolphin,0.03,0.013820314340111339,0.06389429245451923,6,200,0,0.0,0.03,lion,False
block_4,1,0.07208968024639671,0.01513656863081409,0.05695311161558262,0.05695311161558262,4,dolphin,0.035,0.0170555420085672,0.07047061152229074,7,200,0,0.0,0.035,elephant,False
block_4,2,0.04975394272823522,0.01513656863081409,0.034617374097421126,0.034617374097421126,6,panda,0.01,0.002746658133544435,0.0357217617161768,2,200,0,0.0,0.01,tiger,False
block_6,0,0.07240751186678511,0.01513656863081409,0.05727094323597102,0.05727094323597102,3,panda,0.01,0.002746658133544435,0.0357217617161768,2,200,0,0.0,0.01,panda,False
block_6,1,0.048496487501194924,0.01513656863081409,0.03335991887038083,0.03335991887038083,7,panda,0.01,0.002746658133544435,0.0357217617161768,2,200,0,0.0,0.01,panda,False
block_6,2,0.060117833921468605,0.01513656863081409,0.044981265290654514,0.044981265290654514,7,panda,0.01,0.002746658133544435,0.0357217617161768,2,200,0,0.0,0.01,panda,False
block_8,0,0.02662589603477309,0.01513656863081409,0.011489327403959,0.011489327403959,6,panda,0.0,0.0,0.018845326377266575,0,200,0,0.0,0.0,lion,False
block_8,1,0.14010080170186634,0.01513656863081409,0.12496423307105226,0.12496423307105226,3,dolphin,0.01,0.002746658133544435,0.0357217617161768,2,200,0,0.0,0.01,lion,False
block_8,2,0.026235859919920952,0.01513656863081409,0.011099291289106862,0.011099291289106862,7,panda,0.0,0.0,0.018845326377266575,0,200,0,0.0,0.0,lion,False
